seqnames	start	end	width	strand	gene_id	gene_name	gene_biotype	seq_coord_system	description	gene_id_version	symbol	entrezid	logFC	logCPM	F	PValue	FDR	mlog10PValue
13	8.4e+07	84100000	39500	-	ENSMUSG00000098087	Gm17750	lincRNA	chromosome	predicted gene, 17750 [Source:MGI Symbol;Acc:MGI:5009828]	ENSMUSG00000098087.1	Gm17750	NA	-0.0374	3.51	0.0279	0.868	0.919	0.0615
1	1.53e+08	1.53e+08	1780	-	ENSMUSG00000100394	Gm28791	sense_intronic	chromosome	predicted gene 28791 [Source:MGI Symbol;Acc:MGI:5579497]	ENSMUSG00000100394.1	Gm28791	NA	-0.0821	-2.12	0.028	0.868	0.919	0.0615
1	1.81e+08	1.81e+08	57100	-	ENSMUSG00000026516	Nvl	protein_coding	chromosome	nuclear VCP-like [Source:MGI Symbol;Acc:MGI:1914709]	ENSMUSG00000026516.8	Nvl	67459	0.0192	5.77	0.0274	0.869	0.92	0.0608
1	1.91e+08	1.91e+08	11100	+	ENSMUSG00000026630	Batf3	protein_coding	chromosome	basic leucine zipper transcription factor, ATF-like 3 [Source:MGI Symbol;Acc:MGI:1925491]	ENSMUSG00000026630.9	Batf3	381319	0.086	-1.51	0.0274	0.869	0.92	0.0609
5	32200000	32400000	134000	+	ENSMUSG00000029134	Plb1	protein_coding	chromosome	phospholipase B1 [Source:MGI Symbol;Acc:MGI:1922406]	ENSMUSG00000029134.14	Plb1	665270	0.0548	1.7	0.0274	0.869	0.92	0.0609
6	83900000	8.4e+07	122000	+	ENSMUSG00000030016	Zfp638	protein_coding	chromosome	zinc finger protein 638 [Source:MGI Symbol;Acc:MGI:1203484]	ENSMUSG00000030016.14	Zfp638	18139	0.0224	5.45	0.0275	0.869	0.92	0.061
11	4480000	4590000	114000	-	ENSMUSG00000034354	Mtmr3	protein_coding	chromosome	myotubularin related protein 3 [Source:MGI Symbol;Acc:MGI:1921552]	ENSMUSG00000034354.17	Mtmr3	74302	0.0198	5.47	0.0276	0.869	0.92	0.0611
7	98600000	98700000	69600	-	ENSMUSG00000035401	Emsy	protein_coding	chromosome	EMSY, BRCA2-interacting transcriptional repressor [Source:MGI Symbol;Acc:MGI:1924203]	ENSMUSG00000035401.9	Emsy	233545	-0.02	4.46	0.0276	0.869	0.92	0.061
14	3.3e+07	3.3e+07	23900	+	ENSMUSG00000041673	Lrrc18	protein_coding	chromosome	leucine rich repeat containing 18 [Source:MGI Symbol;Acc:MGI:1914830]	ENSMUSG00000041673.11	Lrrc18	67580	-0.0926	-2.12	0.0275	0.869	0.92	0.061
MT	3840	3910	69	+	ENSMUSG00000064344	mt-Tm	Mt_tRNA	chromosome	mitochondrially encoded tRNA methionine [Source:MGI Symbol;Acc:MGI:102480]	ENSMUSG00000064344.1	mt-Tm	NA	-0.0647	-0.273	0.0276	0.869	0.92	0.0611
7	24200000	24200000	9990	-	ENSMUSG00000074283	Zfp109	protein_coding	chromosome	zinc finger protein 109 [Source:MGI Symbol;Acc:MGI:1929099]	ENSMUSG00000074283.5	Zfp109	56869	0.0247	1.14	0.0277	0.869	0.92	0.0612
2	26600000	26600000	49000	+	ENSMUSG00000092356	Gm20532	protein_coding	chromosome	predicted gene 20532 [Source:MGI Symbol;Acc:MGI:5141997]	ENSMUSG00000092356.1	Gm20532	NA	-0.264	-2.57	0.0275	0.869	0.92	0.061
10	62400000	62500000	1830	+	ENSMUSG00000097129	4930507D05Rik	protein_coding	chromosome	RIKEN cDNA 4930507D05 gene [Source:MGI Symbol;Acc:MGI:1921956]	ENSMUSG00000097129.1	4930507D05Rik	NA	-0.149	-0.314	0.0273	0.869	0.92	0.0607
1	82700000	82700000	1020	+	ENSMUSG00000101450	Gm28941	sense_intronic	chromosome	predicted gene 28941 [Source:MGI Symbol;Acc:MGI:5579647]	ENSMUSG00000101450.1	Gm28941	NA	0.077	-1.64	0.0276	0.869	0.92	0.0611
10	81400000	81400000	7100	+	ENSMUSG00000113262	Dohh	protein_coding	chromosome	deoxyhypusine hydroxylase/monooxygenase [Source:MGI Symbol;Acc:MGI:1915964]	ENSMUSG00000113262.1	Dohh	NA	0.0531	1.5	0.0276	0.869	0.92	0.0611
13	17400000	17400000	3840	+	ENSMUSG00000113889	AC156569.1	processed_pseudogene	chromosome	NULL	ENSMUSG00000113889.1	AC156569.1	NA	-0.0317	1.32	0.0275	0.869	0.92	0.0609
9	7.6e+07	76100000	121000	+	ENSMUSG00000007908	Hmgcll1	protein_coding	chromosome	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1 [Source:MGI Symbol;Acc:MGI:2446108]	ENSMUSG00000007908.14	Hmgcll1	208982	0.0242	4.59	0.0271	0.87	0.92	0.0605
13	85200000	85300000	74400	-	ENSMUSG00000021549	Rasa1	protein_coding	chromosome	RAS p21 protein activator 1 [Source:MGI Symbol;Acc:MGI:97860]	ENSMUSG00000021549.14	Rasa1	218397	0.0223	4.91	0.0272	0.87	0.92	0.0606
13	73300000	73300000	3670	+	ENSMUSG00000021607	Mrpl36	protein_coding	chromosome	mitochondrial ribosomal protein L36 [Source:MGI Symbol;Acc:MGI:2137228]	ENSMUSG00000021607.9	Mrpl36	94066	0.0146	4.15	0.0272	0.87	0.92	0.0606
2	1.02e+08	1.02e+08	23200	+	ENSMUSG00000027164	Traf6	protein_coding	chromosome	TNF receptor-associated factor 6 [Source:MGI Symbol;Acc:MGI:108072]	ENSMUSG00000027164.8	Traf6	22034	-0.0359	2.99	0.027	0.87	0.92	0.0603
4	1.28e+08	1.29e+08	580000	+	ENSMUSG00000028804	Csmd2	protein_coding	chromosome	CUB and Sushi multiple domains 2 [Source:MGI Symbol;Acc:MGI:2386401]	ENSMUSG00000028804.20	Csmd2	329942	0.0196	5.68	0.0269	0.87	0.92	0.0603
7	1.43e+08	1.43e+08	19100	-	ENSMUSG00000052281	Tspan32os	antisense_RNA	chromosome	tetraspanin 32, opposite strand [Source:MGI Symbol;Acc:MGI:3705185]	ENSMUSG00000052281.14	Tspan32os	NA	0.0763	-1.49	0.0272	0.87	0.92	0.0606
7	28900000	28900000	2430	+	ENSMUSG00000053522	Lgals7	protein_coding	chromosome	lectin, galactose binding, soluble 7 [Source:MGI Symbol;Acc:MGI:1316742]	ENSMUSG00000053522.11	Lgals7	16858	0.126	-1.11	0.0272	0.87	0.92	0.0606
9	1.01e+08	1.01e+08	18900	-	ENSMUSG00000070287	Slc35g2	protein_coding	chromosome	solute carrier family 35, member G2 [Source:MGI Symbol;Acc:MGI:2685365]	ENSMUSG00000070287.3	Slc35g2	245020	0.0404	1.44	0.027	0.87	0.92	0.0604
2	1.68e+08	1.68e+08	24500	-	ENSMUSG00000078923	Ube2v1	protein_coding	chromosome	ubiquitin-conjugating enzyme E2 variant 1 [Source:MGI Symbol;Acc:MGI:1913839]	ENSMUSG00000078923.10	Ube2v1	66589	-0.0126	7.97	0.0272	0.87	0.92	0.0606
X	1.5e+08	1.5e+08	2430	+	ENSMUSG00000081187	3110067C02Rik	processed_pseudogene	chromosome	RIKEN cDNA 3110067C02 gene [Source:MGI Symbol;Acc:MGI:1920452]	ENSMUSG00000081187.1	3110067C02Rik	NA	-0.0793	-1.88	0.0273	0.87	0.92	0.0607
4	3.3e+07	3.3e+07	345	+	ENSMUSG00000094344	Gm11942	processed_pseudogene	chromosome	predicted gene 11942 [Source:MGI Symbol;Acc:MGI:3650608]	ENSMUSG00000094344.1	Gm11942	NA	0.076	-2.13	0.027	0.87	0.92	0.0604
7	6180000	6180000	3590	+	ENSMUSG00000109165	Gm45148	sense_intronic	chromosome	predicted gene 45148 [Source:MGI Symbol;Acc:MGI:5753724]	ENSMUSG00000109165.1	Gm45148	NA	0.0691	-2.08	0.0271	0.87	0.92	0.0605
15	83100000	83100000	9370	-	ENSMUSG00000018040	Rrp7a	protein_coding	chromosome	ribosomal RNA processing 7 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1922028]	ENSMUSG00000018040.9	Rrp7a	74778	0.0169	5.69	0.0266	0.871	0.921	0.0599
13	4.7e+07	4.7e+07	22300	-	ENSMUSG00000021376	Tpmt	protein_coding	chromosome	thiopurine methyltransferase [Source:MGI Symbol;Acc:MGI:98812]	ENSMUSG00000021376.11	Tpmt	22017	-0.0236	4.26	0.0267	0.871	0.921	0.06
15	39100000	39100000	18500	-	ENSMUSG00000022299	Slc25a32	protein_coding	chromosome	solute carrier family 25, member 32 [Source:MGI Symbol;Acc:MGI:1917156]	ENSMUSG00000022299.8	Slc25a32	69906	-0.0305	1.2	0.0268	0.871	0.92	0.0602
9	1.19e+08	1.19e+08	18700	+	ENSMUSG00000038775	Vill	protein_coding	chromosome	villin-like [Source:MGI Symbol;Acc:MGI:1201781]	ENSMUSG00000038775.14	Vill	22351	0.0922	-0.945	0.0266	0.871	0.921	0.0599
13	21100000	21100000	7610	+	ENSMUSG00000060404	Olfr1369-ps1	protein_coding	chromosome	olfactory receptor 1369, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031203]	ENSMUSG00000060404.3	Olfr1369-ps1	NA	-0.061	-1.76	0.0268	0.871	0.92	0.0601
3	1.38e+08	1.38e+08	48900	+	ENSMUSG00000074212	Dnajb14	protein_coding	chromosome	DnaJ heat shock protein family (Hsp40) member B14 [Source:MGI Symbol;Acc:MGI:1917854]	ENSMUSG00000074212.7	Dnajb14	70604	-0.0217	5.65	0.0269	0.871	0.92	0.0602
5	22500000	22500000	924	-	ENSMUSG00000084235	Gm15421	transcribed_processed_pseudogene	chromosome	predicted gene 15421 [Source:MGI Symbol;Acc:MGI:3705475]	ENSMUSG00000084235.2	Gm15421	NA	-0.185	-2.21	0.0266	0.871	0.921	0.0598
3	36500000	36500000	6760	-	ENSMUSG00000085007	Gm11549	protein_coding	chromosome	predicted gene 11549 [Source:MGI Symbol;Acc:MGI:3650339]	ENSMUSG00000085007.2	Gm11549	NA	0.0644	0.316	0.0267	0.871	0.92	0.06
2	1.57e+08	1.57e+08	6370	-	ENSMUSG00000086638	4930405A21Rik	processed_transcript	chromosome	RIKEN cDNA 4930405A21 gene [Source:MGI Symbol;Acc:MGI:1922096]	ENSMUSG00000086638.7	4930405A21Rik	NA	-0.0672	-1.31	0.0268	0.871	0.92	0.0602
1	24600000	24600000	492	-	ENSMUSG00000101249	Gm29216	unprocessed_pseudogene	chromosome	predicted gene 29216 [Source:MGI Symbol;Acc:MGI:5579922]	ENSMUSG00000101249.1	Gm29216	NA	0.0173	12.5	0.0268	0.871	0.92	0.0601
6	89600000	89700000	31500	+	ENSMUSG00000000811	Txnrd3	protein_coding	chromosome	thioredoxin reductase 3 [Source:MGI Symbol;Acc:MGI:2386711]	ENSMUSG00000000811.13	Txnrd3	232223	-0.0193	3.38	0.0264	0.872	0.921	0.0597
18	37800000	37900000	91900	-	ENSMUSG00000024456	Diaph1	protein_coding	chromosome	diaphanous related formin 1 [Source:MGI Symbol;Acc:MGI:1194490]	ENSMUSG00000024456.16	Diaph1	13367	-0.0278	5.27	0.0264	0.872	0.921	0.0597
18	67300000	67300000	29900	+	ENSMUSG00000024525	Impa2	protein_coding	chromosome	inositol (myo)-1(or 4)-monophosphatase 2 [Source:MGI Symbol;Acc:MGI:2149728]	ENSMUSG00000024525.6	Impa2	114663	-0.026	1.74	0.0264	0.872	0.921	0.0597
3	40700000	40800000	51600	+	ENSMUSG00000025757	Hspa4l	protein_coding	chromosome	heat shock protein 4 like [Source:MGI Symbol;Acc:MGI:107422]	ENSMUSG00000025757.12	Hspa4l	18415	0.02	6.33	0.0261	0.872	0.921	0.0592
17	46300000	46300000	25100	-	ENSMUSG00000032842	Abcc10	protein_coding	chromosome	ATP-binding cassette, sub-family C (CFTR/MRP), member 10 [Source:MGI Symbol;Acc:MGI:2386976]	ENSMUSG00000032842.13	Abcc10	224814	0.0229	3.32	0.0262	0.872	0.921	0.0594
11	3330000	3340000	12600	+	ENSMUSG00000034614	Pik3ip1	protein_coding	chromosome	phosphoinositide-3-kinase interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917016]	ENSMUSG00000034614.14	Pik3ip1	216505	-0.0213	5.02	0.0264	0.872	0.921	0.0596
5	1.01e+08	1.01e+08	40200	-	ENSMUSG00000035273	Hpse	protein_coding	chromosome	heparanase [Source:MGI Symbol;Acc:MGI:1343124]	ENSMUSG00000035273.14	Hpse	15442	-0.0636	0.607	0.0262	0.872	0.921	0.0594
4	1.27e+08	1.27e+08	5950	+	ENSMUSG00000070737	Tmem35b	protein_coding	chromosome	transmembrane protein 35B [Source:MGI Symbol;Acc:MGI:3758095]	ENSMUSG00000070737.10	Tmem35b	100039968	-0.028	2.81	0.0264	0.872	0.921	0.0596
17	3330000	3520000	193000	+	ENSMUSG00000023800	Tiam2	protein_coding	chromosome	T cell lymphoma invasion and metastasis 2 [Source:MGI Symbol;Acc:MGI:1344338]	ENSMUSG00000023800.14	Tiam2	24001	0.0172	3.9	0.026	0.873	0.921	0.0592
3	1.3e+08	1.3e+08	12700	+	ENSMUSG00000027997	Casp6	protein_coding	chromosome	caspase 6 [Source:MGI Symbol;Acc:MGI:1312921]	ENSMUSG00000027997.9	Casp6	12368	0.0256	2.24	0.0259	0.873	0.922	0.059
4	1.34e+08	1.34e+08	9500	+	ENSMUSG00000028850	Gpatch3	protein_coding	chromosome	G patch domain containing 3 [Source:MGI Symbol;Acc:MGI:2442492]	ENSMUSG00000028850.2	Gpatch3	242691	0.0623	0.454	0.0259	0.873	0.922	0.0591
X	21100000	21100000	10400	-	ENSMUSG00000031079	Zfp300	protein_coding	chromosome	zinc finger protein 300 [Source:MGI Symbol;Acc:MGI:3045326]	ENSMUSG00000031079.12	Zfp300	245368	-0.0501	0.43	0.0257	0.873	0.922	0.0589
9	40300000	40500000	238000	-	ENSMUSG00000040111	Gramd1b	protein_coding	chromosome	GRAM domain containing 1B [Source:MGI Symbol;Acc:MGI:1925037]	ENSMUSG00000040111.16	Gramd1b	235283	0.0283	6.66	0.0259	0.873	0.922	0.0591
7	80200000	80200000	9200	+	ENSMUSG00000050973	Gdpgp1	protein_coding	chromosome	GDP-D-glucose phosphorylase 1 [Source:MGI Symbol;Acc:MGI:2443429]	ENSMUSG00000050973.11	Gdpgp1	269952	-0.041	1.35	0.026	0.873	0.921	0.0592
2	49500000	49600000	1e+05	+	ENSMUSG00000069495	Epc2	protein_coding	chromosome	enhancer of polycomb homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1278321]	ENSMUSG00000069495.12	Epc2	227867	0.0261	3.69	0.0258	0.873	0.922	0.0589
19	41800000	41800000	35500	-	ENSMUSG00000025154	Arhgap19	protein_coding	chromosome	Rho GTPase activating protein 19 [Source:MGI Symbol;Acc:MGI:1918335]	ENSMUSG00000025154.14	Arhgap19	71085	0.0344	2.67	0.0252	0.874	0.923	0.0582
3	95500000	95500000	10100	+	ENSMUSG00000028111	Ctsk	protein_coding	chromosome	cathepsin K [Source:MGI Symbol;Acc:MGI:107823]	ENSMUSG00000028111.4	Ctsk	13038	-0.116	0.953	0.0256	0.874	0.922	0.0586
7	18900000	18900000	19100	+	ENSMUSG00000030413	Pglyrp1	protein_coding	chromosome	peptidoglycan recognition protein 1 [Source:MGI Symbol;Acc:MGI:1345092]	ENSMUSG00000030413.7	Pglyrp1	21946	-0.0934	-2.04	0.0254	0.874	0.923	0.0585
8	69800000	69800000	16600	+	ENSMUSG00000031862	Atp13a1	protein_coding	chromosome	ATPase type 13A1 [Source:MGI Symbol;Acc:MGI:2180801]	ENSMUSG00000031862.10	Atp13a1	170759	-0.0187	6.33	0.0254	0.874	0.923	0.0584
7	1.3e+08	1.3e+08	43900	+	ENSMUSG00000042055	Wdr11	protein_coding	chromosome	WD repeat domain 11 [Source:MGI Symbol;Acc:MGI:1920230]	ENSMUSG00000042055.13	Wdr11	207425	0.0202	5.5	0.0255	0.874	0.922	0.0586
13	93800000	93900000	171000	+	ENSMUSG00000042082	Arsb	protein_coding	chromosome	arylsulfatase B [Source:MGI Symbol;Acc:MGI:88075]	ENSMUSG00000042082.7	Arsb	11881	0.0372	7.21	0.0252	0.874	0.923	0.0583
7	16300000	16400000	67600	-	ENSMUSG00000052833	Sae1	protein_coding	chromosome	SUMO1 activating enzyme subunit 1 [Source:MGI Symbol;Acc:MGI:1929264]	ENSMUSG00000052833.9	Sae1	56459	0.0177	7.09	0.0254	0.874	0.923	0.0584
17	2.9e+07	2.9e+07	10700	+	ENSMUSG00000071172	Srsf3	protein_coding	chromosome	serine/arginine-rich splicing factor 3 [Source:MGI Symbol;Acc:MGI:98285]	ENSMUSG00000071172.12	Srsf3	20383	0.0252	6.83	0.0254	0.874	0.923	0.0584
2	89600000	89600000	9170	-	ENSMUSG00000075081	Olfr1247	protein_coding	chromosome	olfactory receptor 1247 [Source:MGI Symbol;Acc:MGI:3031081]	ENSMUSG00000075081.6	Olfr1247	258968	-0.0382	0.518	0.0253	0.874	0.923	0.0583
9	43800000	43800000	11700	+	ENSMUSG00000096322	Gm3898	lincRNA	chromosome	predicted gene 3898 [Source:MGI Symbol;Acc:MGI:3809204]	ENSMUSG00000096322.2	Gm3898	NA	0.0326	0.844	0.0255	0.874	0.923	0.0585
4	1.18e+08	1.18e+08	7590	-	ENSMUSG00000009640	Dmap1	protein_coding	chromosome	DNA methyltransferase 1-associated protein 1 [Source:MGI Symbol;Acc:MGI:1913483]	ENSMUSG00000009640.11	Dmap1	66233	-0.0193	3.58	0.0252	0.875	0.923	0.0582
3	95300000	95400000	33700	-	ENSMUSG00000015697	Setdb1	protein_coding	chromosome	SET domain, bifurcated 1 [Source:MGI Symbol;Acc:MGI:1934229]	ENSMUSG00000015697.14	Setdb1	84505	-0.0183	5.44	0.025	0.875	0.923	0.058
4	1.15e+08	1.15e+08	43000	+	ENSMUSG00000028718	Stil	protein_coding	chromosome	Scl/Tal1 interrupting locus [Source:MGI Symbol;Acc:MGI:107477]	ENSMUSG00000028718.16	Stil	20460	-0.0603	1.01	0.025	0.875	0.923	0.0579
X	1.07e+08	1.07e+08	6280	-	ENSMUSG00000031239	Itm2a	protein_coding	chromosome	integral membrane protein 2A [Source:MGI Symbol;Acc:MGI:107706]	ENSMUSG00000031239.5	Itm2a	16431	-0.0489	4.46	0.0251	0.875	0.923	0.0581
10	43200000	43500000	243000	+	ENSMUSG00000038240	Pdss2	protein_coding	chromosome	prenyl (solanesyl) diphosphate synthase, subunit 2 [Source:MGI Symbol;Acc:MGI:1918615]	ENSMUSG00000038240.13	Pdss2	71365	0.0247	2.81	0.0249	0.875	0.923	0.0579
7	96200000	96900000	740000	+	ENSMUSG00000048078	Tenm4	protein_coding	chromosome	teneurin transmembrane protein 4 [Source:MGI Symbol;Acc:MGI:2447063]	ENSMUSG00000048078.16	Tenm4	23966	0.0392	6.08	0.0252	0.875	0.923	0.0582
7	1.27e+08	1.27e+08	2180	-	ENSMUSG00000049091	Sephs2	protein_coding	chromosome	selenophosphate synthetase 2 [Source:MGI Symbol;Acc:MGI:108388]	ENSMUSG00000049091.6	Sephs2	20768	-0.028	3.61	0.0252	0.875	0.923	0.0582
10	19900000	20100000	208000	+	ENSMUSG00000071369	Map3k5	protein_coding	chromosome	mitogen-activated protein kinase kinase kinase 5 [Source:MGI Symbol;Acc:MGI:1346876]	ENSMUSG00000071369.11	Map3k5	26408	0.0494	2.35	0.0252	0.875	0.923	0.0581
8	1.23e+08	1.23e+08	3640	+	ENSMUSG00000074037	Mc1r	protein_coding	chromosome	melanocortin 1 receptor [Source:MGI Symbol;Acc:MGI:99456]	ENSMUSG00000074037.3	Mc1r	17199	-0.0776	-2.29	0.025	0.875	0.923	0.058
3	96200000	96200000	2830	-	ENSMUSG00000093553	Gm20633	antisense_RNA	chromosome	predicted gene 20633 [Source:MGI Symbol;Acc:MGI:5313080]	ENSMUSG00000093553.1	Gm20633	NA	0.0561	0.651	0.0249	0.875	0.923	0.0579
19	4170000	4170000	4720	+	ENSMUSG00000097233	Gm17552	lincRNA	chromosome	predicted gene, 17552 [Source:MGI Symbol;Acc:MGI:4937186]	ENSMUSG00000097233.1	Gm17552	NA	-0.0636	-0.439	0.0252	0.875	0.923	0.0582
13	17900000	1.8e+07	1050	+	ENSMUSG00000113750	CT009754.6	processed_pseudogene	chromosome	NULL	ENSMUSG00000113750.1	CT009754.6	NA	0.0401	0.871	0.0249	0.875	0.923	0.0578
13	36700000	36700000	2000	+	ENSMUSG00000114708	AC156802.1	antisense_RNA	chromosome	NULL	ENSMUSG00000114708.1	AC156802.1	NA	0.0805	-2.11	0.0251	0.875	0.923	0.058
11	51700000	51700000	3490	-	ENSMUSG00000007777	0610009B22Rik	protein_coding	chromosome	RIKEN cDNA 0610009B22 gene [Source:MGI Symbol;Acc:MGI:1913300]	ENSMUSG00000007777.9	0610009B22Rik	66050	-0.0271	2.24	0.0246	0.876	0.923	0.0574
6	30700000	30900000	149000	-	ENSMUSG00000025607	Copg2	protein_coding	chromosome	coatomer protein complex, subunit gamma 2 [Source:MGI Symbol;Acc:MGI:1858683]	ENSMUSG00000025607.15	Copg2	54160	-0.0261	6.35	0.0248	0.876	0.923	0.0577
3	89200000	89200000	5290	+	ENSMUSG00000028049	Scamp3	protein_coding	chromosome	secretory carrier membrane protein 3 [Source:MGI Symbol;Acc:MGI:1346346]	ENSMUSG00000028049.15	Scamp3	24045	-0.0149	5.58	0.0247	0.876	0.923	0.0576
10	33900000	33900000	10900	+	ENSMUSG00000039552	Rsph4a	protein_coding	chromosome	radial spoke head 4 homolog A (Chlamydomonas) [Source:MGI Symbol;Acc:MGI:3027894]	ENSMUSG00000039552.14	Rsph4a	212892	-0.0383	1.94	0.0246	0.876	0.923	0.0574
14	65600000	65600000	50000	+	ENSMUSG00000061356	Nuggc	protein_coding	chromosome	nuclear GTPase, germinal center associated [Source:MGI Symbol;Acc:MGI:2685446]	ENSMUSG00000061356.13	Nuggc	100503545	0.0829	-2.29	0.0248	0.876	0.923	0.0576
2	87900000	8.8e+07	6050	-	ENSMUSG00000075144	Olfr1156	protein_coding	chromosome	olfactory receptor 1156 [Source:MGI Symbol;Acc:MGI:3030990]	ENSMUSG00000075144.5	Olfr1156	258814	0.0467	-0.212	0.0245	0.876	0.924	0.0573
1	34400000	34400000	2940	-	ENSMUSG00000101462	Gm3052	transcribed_processed_pseudogene	chromosome	predicted gene 3052 [Source:MGI Symbol;Acc:MGI:3781230]	ENSMUSG00000101462.2	Gm3052	NA	-0.0435	0.556	0.0248	0.876	0.923	0.0577
3	1.03e+08	1.03e+08	1610	-	ENSMUSG00000105855	Gm42681	antisense_RNA	chromosome	predicted gene 42681 [Source:MGI Symbol;Acc:MGI:5662818]	ENSMUSG00000105855.1	Gm42681	NA	0.0835	-2.08	0.0246	0.876	0.923	0.0574
9	57800000	57800000	46400	-	ENSMUSG00000004661	Arid3b	protein_coding	chromosome	AT rich interactive domain 3B (BRIGHT-like) [Source:MGI Symbol;Acc:MGI:1930768]	ENSMUSG00000004661.15	Arid3b	56380	0.0527	1.72	0.0243	0.877	0.924	0.0571
10	79700000	79700000	7480	+	ENSMUSG00000023175	Bsg	protein_coding	chromosome	basigin [Source:MGI Symbol;Acc:MGI:88208]	ENSMUSG00000023175.15	Bsg	12215	0.0261	10.5	0.024	0.877	0.924	0.0568
19	7200000	7210000	8120	-	ENSMUSG00000024767	Otub1	protein_coding	chromosome	OTU domain, ubiquitin aldehyde binding 1 [Source:MGI Symbol;Acc:MGI:2147616]	ENSMUSG00000024767.11	Otub1	107260	0.0201	6.96	0.0241	0.877	0.924	0.0568
5	1.09e+08	1.09e+08	24200	+	ENSMUSG00000033540	Idua	protein_coding	chromosome	iduronidase, alpha-L- [Source:MGI Symbol;Acc:MGI:96418]	ENSMUSG00000033540.18	Idua	15932	0.0319	3.77	0.0244	0.877	0.924	0.0572
5	1e+08	1e+08	54600	-	ENSMUSG00000035325	Sec31a	protein_coding	chromosome	Sec31 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916412]	ENSMUSG00000035325.16	Sec31a	69162	-0.02	6.2	0.0242	0.877	0.924	0.0569
9	24400000	24500000	91400	-	ENSMUSG00000043067	Dpy19l1	protein_coding	chromosome	dpy-19-like 1 (C. elegans) [Source:MGI Symbol;Acc:MGI:1915685]	ENSMUSG00000043067.15	Dpy19l1	244745	0.0259	5.85	0.0242	0.877	0.924	0.057
17	29600000	29600000	26900	+	ENSMUSG00000090083	Rnf8	protein_coding	chromosome	ring finger protein 8 [Source:MGI Symbol;Acc:MGI:1929069]	ENSMUSG00000090083.10	Rnf8	58230	-0.0279	3.5	0.0243	0.877	0.924	0.0571
2	26500000	26500000	58800	-	ENSMUSG00000026923	Notch1	protein_coding	chromosome	notch 1 [Source:MGI Symbol;Acc:MGI:97363]	ENSMUSG00000026923.15	Notch1	18128	-0.0822	4.77	0.0237	0.878	0.925	0.0563
X	75400000	75400000	6140	-	ENSMUSG00000031200	Mtcp1	protein_coding	chromosome	mature T cell proliferation 1 [Source:MGI Symbol;Acc:MGI:102699]	ENSMUSG00000031200.16	Mtcp1	17763	0.0246	2.03	0.024	0.878	0.925	0.0567
4	1.26e+08	1.26e+08	33600	+	ENSMUSG00000042616	Oscp1	protein_coding	chromosome	organic solute carrier partner 1 [Source:MGI Symbol;Acc:MGI:1916308]	ENSMUSG00000042616.8	Oscp1	230751	-0.0226	4.21	0.0239	0.878	0.925	0.0566
12	1.02e+08	1.02e+08	108000	+	ENSMUSG00000044456	Rin3	protein_coding	chromosome	Ras and Rab interactor 3 [Source:MGI Symbol;Acc:MGI:2385708]	ENSMUSG00000044456.16	Rin3	217835	0.0577	0.0663	0.0238	0.878	0.925	0.0564
X	1.02e+08	1.02e+08	15400	-	ENSMUSG00000051220	Ercc6l	protein_coding	chromosome	excision repair cross-complementing rodent repair deficiency complementation group 6 like [Source:MGI Symbol;Acc:MGI:2654144]	ENSMUSG00000051220.2	Ercc6l	236930	0.0449	0.656	0.0239	0.878	0.925	0.0565
7	27200000	27200000	14400	+	ENSMUSG00000078786	BC024978	protein_coding	chromosome	cDNA sequence BC024978 [Source:MGI Symbol;Acc:MGI:3041247]	ENSMUSG00000078786.9	BC024978	414069	0.0199	3.53	0.0239	0.878	0.925	0.0566
2	1.77e+08	1.77e+08	13000	+	ENSMUSG00000078872	Gm14401	protein_coding	chromosome	predicted gene 14401 [Source:MGI Symbol;Acc:MGI:3650075]	ENSMUSG00000078872.9	Gm14401	NA	-0.0836	-2.03	0.0239	0.878	0.925	0.0565
13	14100000	14100000	12800	-	ENSMUSG00000021302	Ggps1	protein_coding	chromosome	geranylgeranyl diphosphate synthase 1 [Source:MGI Symbol;Acc:MGI:1341724]	ENSMUSG00000021302.10	Ggps1	14593	0.0151	5.37	0.0234	0.879	0.925	0.0559
6	1.08e+08	1.09e+08	338000	+	ENSMUSG00000030102	Itpr1	protein_coding	chromosome	inositol 1,4,5-trisphosphate receptor 1 [Source:MGI Symbol;Acc:MGI:96623]	ENSMUSG00000030102.11	Itpr1	16438	-0.0459	6.14	0.0233	0.879	0.925	0.0559
6	1.22e+08	1.22e+08	43900	+	ENSMUSG00000030111	A2m	protein_coding	chromosome	alpha-2-macroglobulin [Source:MGI Symbol;Acc:MGI:2449119]	ENSMUSG00000030111.9	A2m	232345	-0.046	6.72	0.0235	0.879	0.925	0.0561
9	55200000	55300000	107000	-	ENSMUSG00000032311	Nrg4	protein_coding	chromosome	neuregulin 4 [Source:MGI Symbol;Acc:MGI:1933833]	ENSMUSG00000032311.17	Nrg4	83961	0.0559	-1.13	0.0234	0.879	0.925	0.0559
